id,filename,title,description,context_note,auteur,creator,date,period,place,type_document,document_ref,figure_type,source_document,editeur,annee_publication,periode_couverte,langue,isbn,lieu_edition,collection_serie,chunk_id,page_ref,license,attribution,source_url,download_url,repository,source_figures_dir,source_path,original_filename,file_ext,file_size_bytes,checksum_sha256,width_px,height_px,download_status,download_date,quality_note
509,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_06.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_06.png,,png,487568,a38f90b0f59931369f9601919522ff9bbf9ae02d88db6af2ac359b9046201bda,1130,897,kept,2026-02-07,
510,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_07.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_07.png,,png,225068,70e4319dc599a300c80360fbfca58d1304a31cc36df1e112cb3582149cae7978,389,608,kept,2026-02-07,
511,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_08.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_08.png,,png,418431,323b790d27dd32ca259f5b33c7d0e373d8190912e941939d45409dd4d8db2448,691,892,kept,2026-02-07,
512,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_09.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_09.png,,png,779033,7108ee7d1190922c2d8f881fadb76ffb80ede453cb47c64e01c7fc5b41319dcd,1032,760,kept,2026-02-07,
513,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_10.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_10.png,,png,572229,dfcda4567a59012b19a6c38e2a86126d968dd88bc7852b963ac18c15c5b4de3a,600,1110,kept,2026-02-07,
514,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_11.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_11.png,,png,426613,f216a7882df3295bb60136196b01aad44bd6ee08ba6bf98af5b0fb35f2819827,530,645,kept,2026-02-07,
515,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_03_fig_12.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_03,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_03_fig_12.png,,png,460148,a420066d11c59cf62fca8b782ad836a86dcc0256821d3453a06916a488b96986,1167,997,kept,2026-02-07,
516,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_01.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_01.png,,png,418679,85e55532aa8eb05bc0fb93a6a6151a84f22c6d7a25d9d3baf5e9edb09c8dbf2e,643,812,kept,2026-02-07,
517,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_02.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_02.png,,png,586186,340c8adb32994c727fd0696951455ae60f795792b822310212fa7cc743f1f924,937,748,kept,2026-02-07,
518,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_03.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_03.png,,png,1231355,b38bbfe6bfdbaea17f76993ec4546ca3c4c793dae10ea54c3789b2ad4dbf9e5c,797,1035,kept,2026-02-07,
519,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_04.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_04.png,,png,915789,cb7ad0d344084f736cb9687e074ef8143489a5cf3eaeed76dbc6497c18cdd8e0,868,766,kept,2026-02-07,
520,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_05.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_05.png,,png,441303,ab742c661d7f5514f599fec4e99a133b1d6bf2cb8f4e554214930d0346a9cb02,1167,990,kept,2026-02-07,
521,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_06.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_06.png,,png,1270416,8a1205d66469f91302cd4b3d5f67d535934e3bbdff213c01d66ca217b385fcd6,1167,1682,kept,2026-02-07,
522,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_07.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_07.png,,png,701452,03c2cdabc463c2844eccc7870cac5a2c476840be87ff6e48126afd63dd249b7d,759,1002,kept,2026-02-07,
523,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_08.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_08.png,,png,812806,d687a16c3e08b1ca17e281c79a36d3a7c26199f51eb373fa69da4f465e45e6ab,1167,1544,kept,2026-02-07,
524,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_09.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_09.png,,png,1307773,cf7ed5d25c959aa0ac907cb4e6be88748ae5a3cc2d622c963afd3fa959a50e0a,1064,877,kept,2026-02-07,
525,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_04_fig_10.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_04,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_04_fig_10.png,,png,850558,1b16d2754ec0ef5c5cfb09f5326cf448a9296ac960bdd4d781dfa83bbaca8ab5,1055,924,kept,2026-02-07,
526,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_01.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_01.png,,png,1043570,158e07b71dc9efa1b7b30bfa3b1dd8f61ca7bbce8336fd286b302b91aeda4ac4,1054,760,kept,2026-02-07,
527,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_02.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_02.png,,png,1267143,fb440467a9daf482f31bd487f8a24348c642d89f8585c82a4e02a291529a34d0,913,1150,kept,2026-02-07,
528,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_03.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_03.png,,png,382674,0bfaaf59ddfd71dca69fa1b8e1432a038ce83a60c946813f165688cd9a80e926,1130,1017,kept,2026-02-07,
529,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_04.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_04.png,,png,601841,8af305f4d055e5f0ae43f5d963334e8db4bdbdd05845826efd623f8a856b1a5d,1132,1058,kept,2026-02-07,
530,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_05.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_05.png,,png,931112,3f572edf21863fb462912f6a76b3a31779e8b9948f97c36ff6c789da189a4dea,1167,762,kept,2026-02-07,
531,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_06.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_06.png,,png,1202601,d3e5561304375a67b323b3651a9befa61de625f08d89c33383484cb1435ad640,1120,792,kept,2026-02-07,
532,histoire_du_maroc_a_voir_reserves_plusieurs_parties_aux_pe_des_alaouites__chunk_05_fig_07.png,,,# Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,Origines - XXe s.,,Manuel académique,"BRIGNON, Jean et al., Histoire du Maroc, Hatier / Librairie Nationale, 1967",Figure extraite (OCR),Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites,Hatier / Librairie Nationale,1967,Origines - XXe s.,Français,,Paris / Casablanca,,chunk_05,,Unknown,"Jean Brignon, Abdelaziz Amine, Brahim Boutaleb, Guy Martinet, Bernard Rosenberger",,,,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES,/workspaces/PHDM/ALL/ALLMD/Histoire du Maroc - à Voir - réserves plusieurs parties aux PE des alaouites/_FIGURES/chunk_05_fig_07.png,,png,618455,5984b1a25cf17248b2d576e6db61dae9a3fbbf6fe6b31d0a53acbb0da804b92f,1167,1458,kept,2026-02-07,
